Age,DistanceFromHome,MonthlyIncome,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,JobRole,OverTime,WorkLifeBalance,Attrition
853,19,9,2552,1,4,1,1,0,Research & Development,High,High,Low,Research Scientist,No,Better,0
854,45,7,4477,7,2,3,2,2,Research & Development,Low,High,High,Research Scientist,Yes,Good,0
855,37,1,6474,14,2,14,8,11,Research & Development,Very High,Medium,Very High,Manufacturing Director,No,Good,0
856,20,3,3033,2,2,2,2,2,Research & Development,Low,Medium,High,Laboratory Technician,No,Good,0
857,44,10,2936,6,4,6,4,2,Research & Development,High,High,High,Research Scientist,Yes,Better,1
858,53,7,18606,26,6,7,7,7,Research & Development,Very High,High,High,Manager,No,Better,0
859,29,15,2168,6,2,5,4,3,Research & Development,Medium,Low,Very High,Research Scientist,Yes,Good,0
860,22,3,2853,1,5,0,0,0,Research & Development,High,Medium,Very High,Research Scientist,Yes,Better,1
861,46,2,17048,28,2,26,15,9,Sales,High,High,Low,Manager,No,Better,0
862,44,17,2290,6,3,0,0,0,Research & Development,Very High,Low,High,Research Scientist,No,Better,0
863,33,2,3600,5,2,5,4,4,Human Resources,Medium,High,High,Human Resources,No,Better,0
864,41,5,2107,5,2,1,0,0,Research & Development,Low,Medium,Low,Research Scientist,No,Bad,1
865,30,29,4115,8,3,4,3,3,Sales,High,High,Low,Sales Executive,No,Better,0
866,40,2,4327,5,2,0,0,0,Sales,Medium,High,Medium,Sales Executive,No,Better,0
867,50,2,17856,32,3,2,2,2,Research & Development,Very High,High,Low,Manager,No,Better,0
868,28,19,3196,6,2,6,5,3,Research & Development,Very High,Medium,Low,Laboratory Technician,No,Better,0
869,46,15,19081,25,2,4,2,3,Research & Development,Very High,High,Medium,Research Director,No,Better,0
870,35,17,8966,15,2,7,7,7,Sales,High,High,Low,Sales Executive,Yes,Better,0
871,24,17,2210,1,3,1,0,0,Research & Development,Very High,High,Medium,Laboratory Technician,No,Bad,1
872,33,25,4539,10,3,10,7,1,Sales,Medium,High,High,Sales Executive,No,Good,0
873,36,6,2741,7,4,7,7,7,Research & Development,High,Low,High,Laboratory Technician,No,Better,0
874,30,7,3491,10,4,10,7,9,Research & Development,High,High,High,Laboratory Technician,No,Good,0
875,44,29,4541,20,3,20,11,17,Research & Development,Very High,High,Very High,Research Scientist,No,Better,0
876,20,21,2678,2,2,2,1,2,Sales,High,Very High,Very High,Sales Representative,No,Better,0
877,46,2,7379,12,3,6,3,4,Research & Development,Very High,High,Very High,Manufacturing Director,No,Good,0
878,42,2,6272,10,3,4,3,3,Human Resources,Very High,Very High,Low,Human Resources,No,Best,0
879,60,7,5220,12,3,11,7,9,Sales,Medium,Very High,Very High,Sales Executive,Yes,Better,0
880,32,13,2743,2,2,2,2,2,Research & Development,High,Medium,Medium,Laboratory Technician,No,Better,0
881,32,2,4998,10,2,8,7,7,Research & Development,Very High,High,High,Research Scientist,Yes,Better,0
882,36,1,10252,17,2,7,7,7,Research & Development,High,Low,Low,Manufacturing Director,Yes,Better,0
883,33,9,2781,15,5,14,10,10,Research & Development,Low,High,Very High,Research Scientist,No,Better,0
884,40,10,6852,7,2,5,1,3,Sales,Medium,Medium,Medium,Sales Executive,No,Best,0
885,25,10,4950,5,4,4,3,1,Sales,High,High,Very High,Sales Executive,No,Better,0
886,30,1,3579,12,2,11,9,7,Research & Development,Very High,High,Medium,Research Scientist,Yes,Better,0
887,42,26,13191,20,6,1,0,0,Research & Development,Low,High,Low,Research Director,Yes,Better,0
888,35,8,10377,16,6,13,2,12,Sales,High,Medium,Very High,Sales Executive,Yes,Good,0
889,27,14,2235,9,3,9,7,8,Research & Development,Low,High,Low,Research Scientist,Yes,Good,0
890,54,1,10502,33,2,5,4,4,Research & Development,Very High,High,High,Manufacturing Director,No,Bad,0
891,44,2,2011,10,5,10,5,7,Research & Development,Low,Very High,Very High,Research Scientist,No,Better,0
892,19,10,1859,1,2,1,1,0,Research & Development,Low,Medium,Medium,Research Scientist,Yes,Best,1
893,29,1,3760,3,5,3,2,2,Research & Development,Low,High,Very High,Research Scientist,No,Better,0
894,54,3,17779,36,2,10,9,9,Research & Development,Very High,High,Very High,Research Director,No,Better,0
895,31,11,6833,6,2,6,5,1,Research & Development,High,High,Low,Healthcare Representative,Yes,Good,0
896,31,24,6812,10,2,10,9,8,Research & Development,High,Medium,Low,Healthcare Representative,No,Better,0
897,59,3,5171,13,2,6,1,5,Sales,High,Medium,Very High,Sales Executive,No,Better,0
898,43,3,19740,25,2,8,7,7,Research & Development,High,Low,Very High,Research Director,No,Better,0
899,49,4,18711,23,2,1,0,0,Research & Development,Low,Medium,High,Manager,No,Best,0
900,36,3,3692,12,2,11,10,7,Research & Development,High,High,Medium,Research Scientist,No,Good,0
901,48,2,2559,7,4,1,0,0,Research & Development,Very High,Very High,Medium,Laboratory Technician,No,Good,0
902,27,4,2517,5,2,5,3,3,Research & Development,Low,High,High,Research Scientist,No,Better,0
903,29,7,6623,6,2,6,0,0,Research & Development,High,High,Very High,Healthcare Representative,Yes,Better,0
904,48,1,18265,25,3,1,0,0,Research & Development,Very High,Medium,Very High,Research Director,No,Best,0
905,29,1,16124,9,2,7,7,7,Research & Development,Very High,Medium,Very High,Research Director,No,Good,0
906,34,20,2585,2,5,1,0,0,Research & Development,High,Very High,High,Research Scientist,No,Good,0
907,44,5,18213,26,5,22,9,10,Sales,Medium,High,Medium,Manager,No,Better,0
908,33,10,8380,10,3,9,8,8,Sales,Very High,Very High,High,Sales Executive,Yes,Better,0
909,19,25,2994,1,2,1,0,1,Research & Development,Medium,Very High,Very High,Research Scientist,Yes,Better,0
910,23,1,1223,1,2,1,0,1,Research & Development,Very High,High,High,Research Scientist,No,Better,0
911,25,24,1118,1,4,1,0,0,Sales,High,Low,Very High,Sales Representative,Yes,Better,1
912,26,4,2875,8,2,8,5,2,Research & Development,High,High,Very High,Research Scientist,Yes,Good,0
913,45,2,18824,26,2,24,10,11,Sales,Low,Low,Medium,Manager,Yes,Better,1
914,55,8,13577,34,3,33,9,0,Research & Development,Very High,Medium,Medium,Healthcare Representative,Yes,Better,0
915,21,10,2625,2,2,2,2,2,Research & Development,Low,Medium,High,Laboratory Technician,No,Bad,1
916,46,4,18789,26,2,11,4,8,Sales,Very High,Medium,Medium,Manager,No,Better,0
917,34,2,4538,4,3,3,2,2,Sales,High,High,Low,Sales Executive,Yes,Better,0
918,51,9,19847,31,5,29,10,10,Sales,Very High,High,Medium,Manager,Yes,Good,0
919,59,18,10512,25,6,9,7,4,Research & Development,Very High,High,Very High,Manufacturing Director,No,Good,0
920,34,19,4444,15,2,11,8,10,Research & Development,High,High,Medium,Laboratory Technician,No,Best,0
921,28,1,2154,5,2,4,2,2,Research & Development,Very High,High,High,Laboratory Technician,Yes,Good,0
922,44,4,19190,26,4,25,9,13,Research & Development,High,Very High,Low,Manager,No,Good,0
923,34,11,4490,14,5,10,9,8,Human Resources,High,Medium,Medium,Human Resources,No,Best,0
924,35,6,3506,4,3,3,2,2,Research & Development,High,High,High,Research Scientist,Yes,Better,0
925,42,7,2372,18,2,1,0,0,Research & Development,Medium,Very High,Medium,Research Scientist,Yes,Better,0
926,43,4,10231,23,3,21,7,17,Sales,Very High,Medium,Very High,Sales Executive,No,Best,0
927,36,2,5410,18,2,16,14,12,Research & Development,High,High,Medium,Manufacturing Director,Yes,Better,0
928,44,15,7978,10,2,10,7,5,Research & Development,Low,High,Very High,Healthcare Representative,No,Better,1
929,28,2,3867,2,2,2,2,2,Research & Development,Very High,Medium,Very High,Laboratory Technician,Yes,Better,0
930,51,6,2838,8,6,7,0,7,Research & Development,Medium,Medium,High,Laboratory Technician,No,Good,0
931,30,9,4695,10,3,8,4,7,Research & Development,High,High,High,Manufacturing Director,Yes,Better,0
932,29,7,3339,10,2,7,7,7,Research & Development,Medium,High,High,Laboratory Technician,Yes,Better,1
933,28,1,2080,5,2,3,2,2,Research & Development,Very High,High,Low,Research Scientist,No,Good,0
934,25,1,2096,2,3,2,2,1,Research & Development,Very High,High,Medium,Research Scientist,No,Good,0
935,32,8,6209,10,4,10,7,8,Sales,High,Very High,Very High,Sales Executive,No,Best,0
936,45,25,18061,22,4,0,0,0,Research & Development,Medium,High,Medium,Manager,No,Better,0
937,39,13,17123,21,4,19,9,2,Research & Development,High,Medium,Medium,Manager,Yes,Better,0
938,58,23,2372,2,3,2,2,2,Research & Development,Low,High,High,Research Scientist,No,Better,0
939,32,7,4883,10,3,10,4,1,Research & Development,Very High,High,High,Laboratory Technician,No,Better,1
940,39,23,3904,6,2,5,2,3,Research & Development,High,High,Low,Research Scientist,No,Better,1
941,30,6,4627,10,6,9,2,7,Research & Development,Low,Medium,Very High,Laboratory Technician,No,Better,0
942,36,10,7094,10,0,7,7,7,Research & Development,Very High,High,High,Healthcare Representative,No,Better,0
943,46,1,3423,10,3,7,6,7,Human Resources,Very High,High,Low,Human Resources,No,Best,0
944,28,1,6674,10,6,9,8,5,Research & Development,High,Low,Very High,Laboratory Technician,No,Better,0
945,50,28,16880,25,2,3,2,2,Research & Development,Very High,High,Low,Research Director,Yes,Better,0
946,40,25,9094,9,2,5,4,0,Sales,Very High,Medium,Medium,Sales Executive,Yes,Better,1
947,52,5,8446,10,2,8,7,7,Sales,Medium,High,Medium,Sales Executive,Yes,Good,1
948,30,17,11916,9,2,9,1,8,Research & Development,Medium,High,Low,Manager,Yes,Better,0
949,39,18,4534,9,6,8,7,7,Research & Development,Low,High,High,Manufacturing Director,No,Better,0
950,31,2,9852,10,5,10,8,6,Sales,Very High,High,High,Sales Executive,Yes,Good,0
951,41,10,6151,19,4,19,2,9,Sales,High,Low,Medium,Sales Executive,No,Better,0
952,31,1,2302,3,2,3,2,2,Sales,Very High,High,Medium,Sales Representative,Yes,Best,1
953,44,3,2362,10,4,3,2,2,Research & Development,Low,High,Low,Laboratory Technician,No,Best,1
954,42,2,17861,21,3,20,8,10,Research & Development,High,High,High,Manager,Yes,Good,0
955,55,2,19187,23,5,19,9,11,Research & Development,Very High,Low,High,Manager,No,Better,0
956,56,8,19717,36,4,7,3,7,Human Resources,Very High,High,Medium,Manager,No,Better,0
957,40,16,3544,6,0,4,2,0,Research & Development,High,High,High,Research Scientist,No,Better,0
958,34,9,8500,10,0,9,7,6,Research & Development,Very High,High,Very High,Healthcare Representative,No,Good,0
959,40,2,4661,9,4,9,8,8,Research & Development,High,High,Very High,Research Scientist,No,Better,0
960,41,1,4103,10,2,9,3,7,Sales,High,High,Low,Sales Executive,No,Better,0
961,35,4,4249,9,3,9,6,1,Research & Development,High,High,High,Research Scientist,Yes,Better,0
962,51,5,14026,33,2,33,9,10,Human Resources,High,High,Medium,Manager,Yes,Better,0
963,38,2,6893,11,3,7,7,7,Sales,Medium,High,Low,Sales Executive,No,Better,0
964,34,15,6125,10,6,10,8,6,Sales,High,High,Low,Sales Executive,No,Best,0
965,25,19,3669,7,6,3,2,2,Research & Development,Very High,High,Very High,Laboratory Technician,No,Good,0
966,58,7,10008,31,0,10,9,9,Research & Development,High,Medium,Low,Manufacturing Director,Yes,Good,1
967,40,1,2387,7,3,4,2,3,Research & Development,Medium,High,Medium,Laboratory Technician,No,Better,0
968,36,7,4639,17,2,15,7,13,Sales,Low,Very High,Low,Sales Executive,No,Good,0
969,48,4,7898,11,2,10,9,8,Research & Development,Very High,High,Very High,Manufacturing Director,No,Better,0
970,27,11,2534,5,4,1,0,0,Sales,High,Very High,Very High,Sales Representative,No,Better,0
971,51,11,13142,29,1,5,2,3,Research & Development,Very High,Medium,Medium,Manufacturing Director,No,Good,0
972,18,1,1611,0,5,0,0,0,Research & Development,Very High,High,Very High,Laboratory Technician,No,Best,0
973,35,1,5363,10,0,9,7,0,Research & Development,Very High,Medium,Very High,Laboratory Technician,No,Better,0
974,27,2,5071,8,3,6,2,0,Sales,Very High,Low,Very High,Sales Executive,No,Better,0
975,55,13,13695,24,2,19,7,8,Sales,Low,Very High,High,Sales Executive,Yes,Good,1
976,56,23,13402,33,0,19,16,9,Research & Development,Very High,High,Medium,Manufacturing Director,Yes,Better,0
977,34,26,2029,5,2,5,4,0,Research & Development,Low,Medium,High,Research Scientist,No,Better,0
978,40,2,6377,15,0,12,11,8,Research & Development,Medium,Very High,High,Healthcare Representative,No,Better,0
979,34,29,5429,10,1,8,7,7,Research & Development,Medium,High,High,Laboratory Technician,No,Better,0
980,31,2,2785,3,3,1,0,0,Sales,High,Medium,Very High,Sales Representative,No,Best,1
981,35,18,4614,5,0,4,2,2,Sales,Very High,High,High,Sales Executive,Yes,Good,1
982,38,7,2610,4,2,4,2,3,Research & Development,Very High,Very High,High,Research Scientist,No,Better,0
983,34,2,6687,14,2,14,11,11,Research & Development,High,High,Very High,Healthcare Representative,No,Best,0
984,28,26,4724,5,0,5,3,4,Sales,High,Medium,Low,Sales Executive,No,Better,0
985,31,22,6179,10,3,10,2,7,Research & Development,Very High,High,High,Manufacturing Director,Yes,Good,1
986,39,21,6120,8,2,5,4,4,Sales,Low,Medium,Very High,Sales Executive,Yes,Best,0
987,51,2,10596,14,5,4,2,2,Sales,Medium,High,Medium,Sales Executive,No,Better,0
988,41,22,5467,12,4,6,2,3,Research & Development,Very High,High,Very High,Research Scientist,Yes,Good,0
989,37,4,2996,8,2,6,4,3,Research & Development,High,High,High,Research Scientist,Yes,Better,0
990,33,5,9998,8,2,5,4,2,Sales,Medium,High,Very High,Sales Executive,No,Best,0
991,32,2,4078,4,3,3,2,2,Sales,High,High,Medium,Sales Executive,Yes,Good,0
992,39,25,10920,13,2,6,4,5,Research & Development,High,High,High,Healthcare Representative,No,Better,0
993,25,18,6232,6,3,3,2,2,Sales,Low,Very High,High,Sales Executive,No,Good,0
994,52,28,13247,24,3,5,3,2,Research & Development,Very High,Very High,High,Manufacturing Director,Yes,Good,0
995,43,6,4081,20,3,20,7,8,Research & Development,Low,Medium,High,Research Scientist,Yes,Bad,0
996,27,10,5769,6,3,6,2,4,Sales,Very High,Medium,Very High,Sales Executive,Yes,Better,0
997,27,17,2394,8,2,8,2,7,Research & Development,Very High,High,High,Research Scientist,Yes,Better,1
998,26,2,3904,5,2,4,3,1,Research & Development,Low,Medium,Very High,Research Scientist,No,Better,0
999,42,10,16799,21,5,20,7,9,Human Resources,High,High,Low,Manager,No,Better,0
1000,52,8,2950,12,2,5,4,4,Research & Development,High,High,Low,Laboratory Technician,No,Bad,0
1001,37,11,3629,8,6,3,2,2,Research & Development,Low,High,High,Laboratory Technician,No,Better,0
1002,35,18,9362,10,2,2,2,2,Research & Development,High,High,Very High,Manufacturing Director,No,Better,0
1003,25,1,3229,7,2,3,2,2,Research & Development,Low,High,Very High,Laboratory Technician,No,Good,0
1004,26,7,3578,8,2,7,7,7,Research & Development,High,Very High,Low,Laboratory Technician,No,Better,0
1005,29,17,7988,10,3,10,9,9,Human Resources,Medium,Medium,Low,Human Resources,No,Good,0
1006,49,28,4284,20,2,4,3,3,Research & Development,Low,Medium,Low,Laboratory Technician,No,Better,1
1007,29,14,7553,9,1,8,7,7,Research & Development,High,High,Very High,Healthcare Representative,Yes,Better,1
1008,54,1,17328,29,3,20,7,7,Research & Development,Very High,High,Very High,Research Director,No,Good,0
1009,58,1,19701,32,3,9,8,5,Research & Development,Very High,High,Low,Research Director,Yes,Better,0
1010,55,1,14732,31,4,7,7,0,Research & Development,Medium,Very High,Very High,Research Director,No,Best,0
1011,36,3,9278,15,3,5,4,1,Sales,Low,High,Medium,Sales Executive,Yes,Better,0
1012,31,1,1359,1,3,1,0,0,Sales,Medium,Low,High,Sales Representative,No,Better,1
1013,30,7,4779,8,3,3,2,2,Sales,Very High,High,Low,Sales Executive,No,Better,0
1014,31,8,16422,9,3,3,2,0,Research & Development,Low,High,Medium,Research Director,No,Best,0
1015,34,1,2996,10,2,4,3,3,Research & Development,Very High,High,Low,Research Scientist,No,Better,0
1016,31,8,1261,1,3,1,0,0,Research & Development,Low,Medium,Medium,Research Scientist,No,Best,1
1017,27,11,2099,6,3,5,0,4,Research & Development,Medium,High,Low,Laboratory Technician,No,Best,0
1018,36,4,5810,10,2,10,4,8,Research & Development,Low,Medium,Very High,Laboratory Technician,No,Good,0
1019,36,16,5647,11,3,3,2,2,Sales,High,Medium,Low,Sales Executive,No,Good,0
1020,47,1,3420,17,2,6,5,2,Research & Development,Low,High,Very High,Research Scientist,No,Good,0
1021,25,9,4400,6,2,3,2,2,Sales,Low,Medium,Low,Sales Representative,No,Better,1
1022,37,5,3500,7,2,6,5,3,Research & Development,High,Very High,High,Laboratory Technician,No,Bad,0
1023,56,1,2066,5,3,3,2,0,Research & Development,Low,High,Low,Research Scientist,No,Best,0
1024,47,2,17169,26,2,20,17,6,Research & Development,Low,High,High,Research Director,No,Best,0
1025,24,4,4162,5,3,5,4,3,Sales,Very High,High,High,Sales Executive,Yes,Better,0
1026,32,7,9204,7,3,4,3,3,Sales,Very High,High,Very High,Sales Executive,No,Good,0
1027,34,1,3294,7,2,5,4,2,Research & Development,Very High,Medium,Medium,Laboratory Technician,No,Good,0
1028,41,5,2127,7,5,4,2,3,Research & Development,Medium,Very High,High,Research Scientist,Yes,Good,0
1029,40,9,3975,11,2,8,7,7,Research & Development,High,High,High,Laboratory Technician,No,Best,0
1030,31,8,10793,13,5,13,7,9,Sales,Low,High,Very High,Sales Executive,No,Better,0
1031,46,9,10096,28,1,7,7,3,Sales,Low,High,Very High,Sales Executive,No,Best,1
1032,39,2,3646,11,2,1,0,0,Research & Development,Low,Medium,Low,Laboratory Technician,Yes,Best,1
1033,31,1,7446,10,2,10,8,7,Research & Development,High,Very High,Medium,Manufacturing Director,No,Better,1
1034,45,20,10851,24,2,7,7,7,Research & Development,Medium,Low,Low,Healthcare Representative,Yes,Better,0
1035,31,8,2109,8,3,3,2,2,Human Resources,Very High,Very High,Medium,Human Resources,No,Better,0
1036,31,2,3722,7,2,2,2,2,Research & Development,Medium,High,Very High,Laboratory Technician,Yes,Bad,1
1037,45,29,9380,10,4,3,1,2,Research & Development,Medium,High,Very High,Manufacturing Director,Yes,Best,0
1038,48,7,5486,15,3,2,2,2,Sales,High,High,Low,Sales Executive,No,Better,0
1039,34,9,2742,2,0,2,2,2,Human Resources,Low,High,High,Human Resources,No,Better,1
1040,40,8,13757,16,5,9,8,8,Research & Development,Very High,Medium,Medium,Research Director,No,Better,0
1041,28,5,8463,6,4,5,4,3,Sales,Very High,High,Low,Sales Executive,No,Better,0
1042,44,5,3162,7,5,5,2,3,Research & Development,High,Medium,High,Laboratory Technician,No,Better,0
1043,53,2,16598,35,2,9,8,8,Research & Development,Very High,Very High,Medium,Research Director,No,Good,0
1044,49,5,6651,20,0,3,2,2,Research & Development,Low,High,High,Healthcare Representative,No,Good,0
1045,40,2,2345,8,3,3,1,2,Research & Development,High,High,High,Research Scientist,No,Best,0
1046,44,20,3420,6,3,5,2,3,Research & Development,Very High,High,Medium,Research Scientist,No,Good,0
1047,33,7,4373,5,2,4,3,3,Sales,Very High,High,Low,Sales Executive,No,Better,0
1048,34,3,4759,15,2,13,9,12,Sales,Very High,Low,Low,Sales Executive,No,Better,0
1049,30,16,5301,4,2,2,1,2,Sales,Very High,High,High,Sales Executive,No,Good,0
1050,42,9,3673,12,3,12,9,8,Research & Development,Low,High,Very High,Laboratory Technician,No,Better,0
1051,44,1,4768,11,4,1,0,0,Sales,Low,High,High,Sales Executive,No,Good,0
1052,30,7,1274,1,2,1,0,0,Research & Development,High,High,High,Research Scientist,No,Good,0
1053,57,1,4900,13,2,12,9,8,Research & Development,Medium,Very High,High,Research Scientist,No,Good,0
1054,49,7,10466,29,3,8,7,7,Research & Development,High,High,Medium,Healthcare Representative,No,Better,0
1055,34,15,17007,16,3,14,8,9,Research & Development,Medium,High,Low,Research Director,No,Good,0
1056,28,1,2909,5,3,3,2,2,Sales,Low,High,High,Sales Representative,No,Best,1
1057,29,13,5765,7,4,5,3,0,Sales,Low,High,Medium,Sales Executive,No,Bad,1
1058,34,24,4599,16,2,15,9,10,Sales,Low,Medium,Medium,Sales Executive,Yes,Best,1
1059,35,7,2404,1,3,1,0,0,Sales,Very High,High,High,Sales Representative,No,Better,0
1060,24,9,3172,4,2,0,0,0,Research & Development,Medium,High,Low,Laboratory Technician,Yes,Good,1
1061,24,13,2033,1,2,1,0,0,Sales,Very High,High,Medium,Sales Representative,No,Better,0
1062,44,2,10209,16,2,2,2,2,Research & Development,Medium,High,High,Manufacturing Director,Yes,Good,0
1063,29,19,8620,10,3,10,7,4,Sales,High,Medium,High,Sales Executive,No,Better,0
1064,30,1,2064,6,3,5,3,3,Human Resources,High,High,High,Human Resources,No,Best,0
1065,55,4,4035,4,2,3,2,2,Research & Development,Very High,High,High,Healthcare Representative,Yes,Better,0
1066,33,4,3838,8,5,5,4,2,Research & Development,Low,Medium,Medium,Laboratory Technician,No,Better,0
1067,47,14,4591,11,4,5,4,2,Sales,High,High,High,Sales Executive,Yes,Good,0
1068,28,2,2561,8,2,0,0,0,Research & Development,High,Medium,Low,Laboratory Technician,No,Good,1
1069,28,1,1563,1,2,1,0,0,Research & Development,Low,Medium,High,Research Scientist,No,Bad,0
1070,28,7,4898,5,5,4,2,3,Sales,High,High,Low,Sales Executive,No,Better,0
1071,49,3,4789,10,3,3,2,2,Research & Development,High,Medium,Low,Laboratory Technician,No,Better,0
1072,29,2,3180,4,3,3,2,2,Research & Development,Very High,High,Medium,Laboratory Technician,No,Better,0
1073,28,29,6549,8,2,8,6,7,Research & Development,High,Low,Medium,Manufacturing Director,No,Good,0
1074,33,8,6388,14,6,0,0,0,Research & Development,Very High,High,High,Healthcare Representative,Yes,Better,0
1075,32,10,11244,10,5,5,2,0,Research & Development,High,High,Very High,Manager,No,Best,0
1076,54,11,16032,26,2,14,9,12,Research & Development,Medium,High,Very High,Manager,No,Better,0
1077,29,1,2362,11,2,9,7,7,Research & Development,Low,Medium,Low,Research Scientist,No,Bad,1
1078,44,28,16328,24,1,20,6,17,Research & Development,Very High,High,Low,Research Director,No,Best,0
1079,39,6,8376,9,3,2,0,2,Research & Development,Medium,High,Medium,Manufacturing Director,No,Better,0
1080,46,3,16606,23,2,13,12,1,Sales,High,High,Medium,Manager,No,Best,0
1081,35,16,8606,11,3,11,8,3,Research & Development,Very High,Medium,Medium,Healthcare Representative,No,Bad,0
1082,23,20,2272,5,2,4,3,2,Research & Development,Low,High,High,Laboratory Technician,No,Better,0
1083,40,9,2018,15,3,5,4,0,Research & Development,Very High,High,Low,Laboratory Technician,No,Bad,1
1084,34,1,7083,10,3,10,9,6,Sales,Very High,Medium,High,Sales Executive,Yes,Better,0
1085,31,3,4084,7,2,7,2,7,Research & Development,Very High,High,High,Research Scientist,No,Bad,1
1086,50,22,14411,32,2,32,6,9,Research & Development,High,Low,Very High,Research Director,Yes,Better,0
1087,34,7,2308,12,4,11,10,7,Sales,Medium,High,High,Sales Representative,Yes,Better,0
1088,42,2,4841,4,3,1,0,0,Research & Development,High,Medium,Medium,Laboratory Technician,No,Better,0
1089,37,13,4285,10,2,10,8,7,Research & Development,Low,High,Very High,Research Scientist,No,Better,0
1090,29,8,9715,9,3,7,7,7,Research & Development,High,Low,Low,Healthcare Representative,No,Better,0
1091,33,25,4320,5,2,5,3,2,Research & Development,Very High,Medium,Medium,Manufacturing Director,No,Better,0
1092,45,28,2132,8,3,5,4,3,Research & Development,Very High,High,Very High,Research Scientist,No,Better,0
1093,42,2,10124,24,3,20,8,9,Research & Development,Very High,High,Very High,Healthcare Representative,Yes,Bad,0
1094,40,9,5473,9,5,8,4,1,Sales,Low,High,Low,Sales Executive,No,Best,0
1095,33,28,5207,15,3,15,14,7,Research & Development,Medium,High,High,Laboratory Technician,Yes,Better,0
1096,40,6,16437,21,2,21,7,7,Human Resources,High,High,Very High,Manager,Yes,Better,0
1097,24,21,2296,2,3,1,1,0,Research & Development,High,Medium,Low,Laboratory Technician,No,Better,0
1098,40,8,4069,8,2,2,2,2,Research & Development,Very High,High,Very High,Healthcare Representative,Yes,Better,0
1099,45,1,7441,10,4,10,8,7,Research & Development,Low,High,Medium,Healthcare Representative,No,Better,0
1100,35,28,2430,6,5,5,3,2,Sales,Medium,Medium,High,Sales Representative,No,Better,0
1101,32,5,5878,12,2,7,1,5,Research & Development,Very High,Medium,Medium,Research Scientist,No,Better,0
1102,36,2,2644,7,3,3,2,2,Sales,High,High,Very High,Sales Representative,Yes,Good,0
1103,48,16,6439,18,2,8,7,7,Sales,High,High,High,Sales Executive,No,Better,0
1104,29,9,2451,5,2,1,0,0,Research & Development,High,Very High,High,Research Scientist,No,Good,0
1105,33,8,6392,8,6,2,2,2,Sales,Low,High,Low,Sales Executive,No,Bad,0
1106,30,1,9714,10,4,10,8,7,Sales,Medium,Medium,Low,Sales Executive,No,Better,1
1107,38,10,6077,10,2,6,3,2,Human Resources,High,High,High,Human Resources,No,Better,0
1108,35,1,2450,3,3,3,0,2,Research & Development,Very High,Medium,Low,Laboratory Technician,No,Better,0
1109,30,29,9250,9,3,4,2,3,Sales,High,High,Medium,Sales Executive,No,Better,0
1110,35,2,2074,1,2,1,0,0,Research & Development,Low,High,Low,Laboratory Technician,Yes,Better,1
1111,53,2,10169,34,4,33,7,9,Research & Development,High,Medium,Very High,Manufacturing Director,No,Better,1
1112,38,2,4855,7,2,5,2,4,Research & Development,High,High,Medium,Manufacturing Director,No,Better,1
1113,32,1,4087,9,3,6,5,2,Research & Development,Very High,High,Low,Research Scientist,No,Good,0
1114,48,15,2367,10,3,8,2,6,Research & Development,High,High,Low,Research Scientist,No,Good,0
1115,34,7,2972,1,4,1,0,0,Research & Development,Low,High,Very High,Research Scientist,No,Bad,0
1116,55,26,19586,36,3,36,6,13,Sales,High,Medium,Very High,Manager,No,Better,0
1117,34,1,5484,9,3,2,2,1,Research & Development,Medium,High,Very High,Research Scientist,No,Good,0
1118,26,3,2061,1,5,1,0,0,Research & Development,Low,High,Very High,Research Scientist,No,Better,0
1119,38,14,9924,10,3,9,8,7,Sales,High,High,Medium,Sales Executive,No,Better,0
1120,38,16,4198,8,5,3,2,2,Sales,Medium,High,Medium,Sales Executive,No,Best,0
1121,36,1,6815,15,5,1,0,0,Sales,Medium,High,High,Sales Executive,No,Better,0
1122,29,3,4723,10,3,10,9,5,Research & Development,Medium,High,Low,Laboratory Technician,Yes,Better,0
1123,35,10,6142,10,4,5,2,4,Research & Development,Low,High,High,Healthcare Representative,Yes,Better,0
1124,39,6,8237,11,3,7,6,6,Sales,Very High,Very High,High,Sales Executive,No,Better,0
1125,29,2,8853,6,0,6,4,3,Research & Development,Low,High,Very High,Healthcare Representative,No,Best,0
1126,50,9,19331,27,2,1,0,0,Sales,High,High,High,Manager,Yes,Better,0
1127,23,10,2073,4,2,2,2,2,Research & Development,Very High,Very High,High,Research Scientist,No,Better,0
1128,36,6,5562,9,3,3,2,2,Research & Development,Low,Very High,Low,Laboratory Technician,Yes,Better,0
1129,42,9,19613,24,2,1,0,1,Research & Development,Very High,Medium,Very High,Manager,No,Better,0
1130,35,28,3407,10,3,10,9,8,Research & Development,Medium,Very High,High,Laboratory Technician,No,Good,0
1131,34,10,5063,8,3,8,2,7,Research & Development,Very High,Medium,High,Healthcare Representative,No,Good,0
1132,40,14,4639,5,2,5,4,2,Sales,Very High,High,Low,Sales Executive,No,Better,0
1133,43,27,4876,8,0,6,4,2,Research & Development,Very High,Very High,Medium,Laboratory Technician,No,Better,0
1134,35,7,2690,1,5,1,0,1,Research & Development,High,Medium,Very High,Laboratory Technician,No,Good,0
1135,46,1,17567,27,5,26,0,12,Sales,Very High,Very High,Low,Manager,No,Bad,0
